company_1,company_2,similarity,distance
ByteDance,Apollo,0.23868233,0.7613177
World Labs,Einride,0.2385369,0.7614631
Acronis,Clay,0.23844115,0.76155883
Cerebras,Sidetrade,0.23836482,0.7616352
OpenAI,Indium,0.23824248,0.7617575
Multiverse Computing,Comand AI,0.23803812,0.7619619
Groq,Einride,0.23793897,0.762061
PolyAI,Indium,0.23789413,0.7621059
AMD,Aleph Alpha,0.23779738,0.7622026
ByteDance,Lightspeed,0.2377781,0.76222193
Waymo,Prophesee,0.23760842,0.76239157
Palantir,Cognism,0.23756696,0.76243305
Procore,ARM Holdings,0.23748522,0.76251477
Databricks,SiPearl,0.23739037,0.7626096
Cerebras,Clay,0.23726848,0.76273155
AMD,Exotec,0.23721012,0.76278985
Synthesia,SiPearl,0.2371668,0.7628332
1X Technologies,DeepL,0.23702888,0.7629711
Perplexity AI,Adobe,0.23700999,0.76299
Parloa,Shift Technology,0.2368645,0.7631355
Perplexity,Tessl,0.2368355,0.7631645
ByteDance,Sidetrade,0.23680131,0.7631987
Xelix,Prophesee,0.23673451,0.7632655
Indium,Cognism,0.23662063,0.76337934
DeepL,Cognism,0.236479,0.763521
Synthesia,Nabla,0.23629764,0.7637024
Einride,Black Forest AI GmbH,0.23604766,0.7639524
Celonis,Qualcomm,0.23588945,0.76411057
BuildOps,Aqemia,0.23566374,0.7643362
Shift Technology,Adobe,0.23562263,0.76437736
PolyAI,Owkin,0.23555623,0.76444376
Cerebras,Indium,0.23526667,0.7647333
Oracle,Xelix,0.23484756,0.76515245
Aleph Alpha,Prophesee,0.23443355,0.76556647
AMI - Advanced Machine Intelligence,PlanRadar,0.23406574,0.7659342
Berkshire Hathaway,Anthropic,0.23405825,0.76594174
Perplexity,SiPearl,0.23391426,0.76608574
Nscale,Acronis,0.23375039,0.7662496
OpenAI,PlanRadar,0.23368153,0.76631844
Oracle,Qualified,0.23366798,0.76633203
World Labs,Ant Group,0.23357631,0.7664237
Oracle,Nabla,0.23353735,0.7664627
Acronis,Adobe,0.23324798,0.766752
AMI - Advanced Machine Intelligence,Applied Intuition,0.23318443,0.76681554
1X Technologies,Y combinator,0.23301685,0.76698315
Adobe,Cambricon Technologies,0.232909,0.76709104
Perplexity,Nabla,0.23276478,0.7672352
Multiverse Computing,RobCo GmbH,0.23275019,0.7672498
Alibaba,Nscale,0.23253104,0.7674689
Indium,Prophesee,0.23251751,0.7674825
2CRSI,Qualified,0.23223908,0.76776093
Physical Intelligence,Cognism,0.23208837,0.7679116
Black Forest Labs,Procore,0.2320339,0.7679661
Mistral AI,Harvey,0.23186553,0.7681345
Databricks,Tessl,0.23172604,0.76827395
Nscale,Ant Group,0.23171309,0.76828694
Databricks,Xelix,0.23145616,0.76854384
DeepL,Apollo,0.23144633,0.7685537
Waymo,Harvey,0.23140976,0.7685902
Multiverse Computing,ManoMano,0.23123999,0.76876
Alibaba,Shift Technology,0.23100813,0.7689919
Alibaba,1X Technologies,0.23095432,0.7690457
Synthesia,Qualified,0.23092224,0.7690778
PhotoRoom,DentalMonitoring,0.23074424,0.76925576
ARM Holdings,Xelix,0.23054053,0.7694595
RobCo GmbH,Aqemia,0.23048803,0.76951194
Perplexity,Cambricon Technologies,0.2304732,0.7695268
Alibaba,Clay,0.23029217,0.7697078
Indium,Nabla,0.2302189,0.7697811
Oracle,Adobe,0.23017313,0.7698269
Gousto,Cognism,0.23003823,0.7699618
Alibaba,Perplexity AI,0.23000911,0.7699909
Synthesia,Xelix,0.22991467,0.77008533
Acronis,Hailo Technologies,0.22984043,0.7701596
AMI - Advanced Machine Intelligence,Qualcomm,0.22963957,0.7703604
Lightspeed,Aqemia,0.22962041,0.7703796
Harvey,Cambricon Technologies,0.22951786,0.7704821
BenevolentAI,PlanRadar,0.22933373,0.77066624
Oracle,Procore,0.22931068,0.7706893
Cerebras,PlanRadar,0.22926907,0.7707309
Exotec,Qualified,0.22897142,0.7710286
1X Technologies,Aleph Alpha,0.22878587,0.7712141
Einride,Sakana AI,0.22877944,0.77122056
Alibaba,Procore,0.2285529,0.7714471
PolyAI,Oracle,0.22852007,0.77147996
Sakana AI,Cognism,0.22834909,0.7716509
Fal,ARM Holdings,0.22809461,0.7719054
01.AI,Procore,0.2279971,0.77200294
Cohere,Multiverse Computing,0.22781372,0.7721863
Berkshire Hathaway,BuildOps,0.22777218,0.7722278
Einride,Sidetrade,0.22772777,0.7722722
Waymo,DeepL,0.22755438,0.7724456
BenevolentAI,Adobe,0.22743493,0.77256507
Aleph Alpha,RobCo GmbH,0.22738573,0.77261424
DentalMonitoring,Appen,0.22721775,0.77278227
Waymo,ARM Holdings,0.22713871,0.7728613
Celonis,Nabla,0.2269624,0.7730376
Oracle,Tessl,0.22690815,0.77309185
Applied Intuition,Cambricon Technologies,0.22672854,0.77327144
AMD,Adobe,0.2265619,0.7734381
Fal,H Company,0.22654897,0.77345103
Sidetrade,Ant Group,0.22641146,0.77358854
Berkshire Hathaway,Comand AI,0.22640188,0.77359813
ByteDance,PlanRadar,0.2263208,0.7736792
Groq,Qualcomm,0.22623985,0.77376014
2CRSI,Y combinator,0.22607356,0.77392644
2CRSI,Fal,0.22571424,0.7742858
Einride,Palantir,0.22558084,0.7744192
01.AI,PlanRadar,0.22553778,0.7744622
Wayve,Oracle,0.22547702,0.77452296
Databricks,Nabla,0.22532107,0.77467895
Alibaba,BenevolentAI,0.22523853,0.77476144
DeepL,Gousto,0.22505964,0.7749404
Aleph Alpha,Cognism,0.22494525,0.77505475
MiniMax,Palantir,0.22483593,0.77516407
ByteDance,World Labs,0.22481862,0.7751814
Mistral AI,Cognism,0.2247958,0.7752042
UiPath,Indium,0.22470789,0.7752921
World Labs,BuildOps,0.2246921,0.7753079
Databricks,Cambricon Technologies,0.2246578,0.7753422
BenevolentAI,Cognism,0.22459783,0.7754022
Alibaba,Nabla,0.22447334,0.77552664
Acronis,Cognism,0.22437474,0.7756252
Alibaba,Xelix,0.2243187,0.7756813
Indium,DentalMonitoring,0.22405776,0.7759422
YouTube,Clay,0.22390948,0.7760905
PhotoRoom,Qualified,0.22388531,0.7761147
1X Technologies,Qualified,0.22386652,0.7761335
BuildOps,Qualcomm,0.22343333,0.7765667
Parloa,Indium,0.22326067,0.77673936
RobCo GmbH,Ant Group,0.22301967,0.77698034
Perplexity AI,Cambricon Technologies,0.22301362,0.77698636
Celonis,Perplexity AI,0.22280414,0.7771959
Cohere,Gousto,0.22278255,0.77721745
ContentSquare,5C,0.22272708,0.77727294
AMI - Advanced Machine Intelligence,Qualified,0.222635,0.77736497
Aleph Alpha,Clay,0.22255321,0.7774468
Wayve,Babylon,0.22251505,0.77748495
Alibaba,2CRSI,0.2223785,0.7776215
Lightspeed,Ant Group,0.22218461,0.7778154
Applied Intuition,Procore,0.22198413,0.77801585
Hugging Face,Gousto,0.22194488,0.77805513
Waymo,Gousto,0.22189556,0.7781044
AMI - Advanced Machine Intelligence,Parloa,0.22182047,0.7781795
Indium,SiPearl,0.22176965,0.77823037
1X Technologies,Ant Group,0.22153467,0.77846533
Celonis,Shift Technology,0.2215241,0.7784759
Berkshire Hathaway,1X Technologies,0.22120358,0.77879643
Alibaba,SiPearl,0.2211171,0.7788829
YouTube,Cohere,0.2210873,0.77891266
UiPath,Cognism,0.22094686,0.77905315
Celonis,Xelix,0.22091413,0.7790859
Berkshire Hathaway,Scale AI,0.22088361,0.7791164
Multiverse Computing,Cambricon Technologies,0.2203438,0.7796562
Aqemia,Cognism,0.22005083,0.7799492
AMD,Fal,0.22002123,0.77997875
UiPath,ContentSquare,0.21989831,0.78010166
Waymo,BuildOps,0.21958643,0.78041357
ContentSquare,Black Forest AI GmbH,0.21956593,0.7804341
Physical Intelligence,Parloa,0.21950337,0.7804966
Clay,Cambricon Technologies,0.21924743,0.78075254
Celonis,SiPearl,0.21887496,0.78112507
Sakana AI,Fal,0.21884055,0.78115946
ByteDance,Cognism,0.21883112,0.7811689
Mistral AI,ContentSquare,0.21853524,0.78146476
Nscale,Indium,0.21837492,0.7816251
Waymo,5C,0.21822582,0.78177416
Cohere,Nabla,0.21816352,0.7818365
World Labs,Qualified,0.21793267,0.7820673
Indium,Xelix,0.21785948,0.7821405
AMD,Acronis,0.21780464,0.7821953
AMD,Perplexity AI,0.21734668,0.78265333
Anthropic,Gousto,0.21717873,0.7828213
Parloa,Comand AI,0.21717791,0.7828221
UiPath,Qualified,0.21708305,0.78291696
Black Forest Labs,Qualcomm,0.21707304,0.782927
AMD,Cognism,0.21704455,0.78295547
Exotec,Oracle,0.2170367,0.7829633
1X Technologies,DentalMonitoring,0.21700092,0.7829991
Palantir,Adobe,0.21695963,0.7830404
PolyAI,DeepL,0.21692663,0.78307337
BenevolentAI,DeepL,0.21691073,0.7830893
Nscale,PlanRadar,0.2168975,0.7831025
Alibaba,Physical Intelligence,0.2167633,0.7832367
Einride,Oracle,0.21665154,0.78334844
Alibaba,Einride,0.21664998,0.78335
Databricks,Perplexity AI,0.21664307,0.7833569
MiniMax,2CRSI,0.21660769,0.7833923
AMI - Advanced Machine Intelligence,Fal,0.21653558,0.78346443
Nscale,Perplexity AI,0.21635208,0.7836479
Indium,Tessl,0.21631302,0.783687
Palantir,Clay,0.21630725,0.7836927
Exotec,Cognism,0.21626118,0.78373885
OpenAI,Acronis,0.21592309,0.7840769
Berkshire Hathaway,Black Forest Labs,0.2158142,0.78418577
Einride,Synthesia,0.21577136,0.7842286
Hugging Face,Fal,0.21576309,0.7842369
Oracle,PlanRadar,0.21575609,0.78424394
Applied Intuition,Palantir,0.21569684,0.7843032
OpenAI,Gousto,0.21564701,0.784353
Alibaba,PolyAI,0.21561982,0.7843802
DeepL,Oracle,0.21542306,0.78457695
Cohere,Shift Technology,0.21535778,0.7846422
Waymo,Black Forest Labs,0.21524355,0.7847564
BenevolentAI,Cambricon Technologies,0.21514118,0.7848588
Glean,Gousto,0.21496566,0.78503436
Acronis,Black Forest AI GmbH,0.21495415,0.78504586
Perplexity,Xelix,0.2146701,0.7853299
ContentSquare,DeepL,0.21462373,0.78537625
Palantir,Apollo,0.2144382,0.7855618
Alibaba,Tessl,0.21441078,0.7855892
Sidetrade,Adobe,0.21416166,0.78583837
Nscale,Applied Intuition,0.21403398,0.78596604
Celonis,Tessl,0.21369278,0.7863072
Parloa,Cognism,0.21362524,0.78637475
Sidetrade,Palantir,0.21352838,0.7864716
Exotec,Procore,0.21351117,0.78648883
Adobe,DentalMonitoring,0.21333338,0.78666663
ByteDance,Comand AI,0.21326622,0.78673375
Harvey,Procore,0.21311337,0.78688663
ByteDance,H Company,0.21289298,0.787107
Mistral AI,Qualified,0.2126187,0.7873813
ContentSquare,Palantir,0.21254203,0.78745794
ContentSquare,RobCo GmbH,0.21221313,0.78778684
RobCo GmbH,DentalMonitoring,0.21221103,0.787789
Fal,BuildOps,0.21193124,0.7880688
Y combinator,DeepL,0.21182229,0.7881777
Parloa,Adobe,0.21177708,0.7882229
Cohere,SiPearl,0.21168867,0.78831136
Alibaba,Applied Intuition,0.2114338,0.78856623
Aleph Alpha,Gousto,0.21136257,0.7886374
ByteDance,Glean,0.21136053,0.7886395
Nscale,Qualified,0.21107699,0.788923
Sidetrade,Oracle,0.21104333,0.78895664
AMD,Qualcomm,0.21103677,0.7889632
Waymo,Nabla,0.21096832,0.7890317
Berkshire Hathaway,01.AI,0.21089274,0.78910726
Cohere,Xelix,0.21088652,0.78911346
Harvey,Sidetrade,0.21040015,0.78959984
Owkin,Cognism,0.21001935,0.78998065
Cohere,Fal,0.20988078,0.79011923
DeepL,Clay,0.20982042,0.7901796
Alibaba,Fal,0.20977639,0.7902236
Celonis,DeepL,0.20976608,0.7902339
Acronis,RobCo GmbH,0.20943245,0.7905675
Berkshire Hathaway,Qualified,0.20932552,0.79067445
DeepL,BuildOps,0.20915656,0.7908434
UiPath,Parloa,0.20910384,0.7908962
BuildOps,DentalMonitoring,0.20814988,0.7918501
Sidetrade,Cambricon Technologies,0.20804039,0.79195964
5C,Aqemia,0.20796435,0.79203564
Acronis,Palantir,0.2077065,0.7922935
PolyAI,Cognism,0.2076493,0.7923507
Exotec,DeepL,0.20759495,0.79240507
Waymo,Cambricon Technologies,0.20753016,0.79246986
Waymo,PhotoRoom,0.20732287,0.79267716
DentalMonitoring,Aqemia,0.20703912,0.7929609
Aleph Alpha,PlanRadar,0.20690179,0.7930982
Prophesee,Ant Group,0.20683885,0.79316115
Procore,Cambricon Technologies,0.20675404,0.793246
Hugging Face,Qualcomm,0.20673227,0.7932677
Physical Intelligence,DentalMonitoring,0.20672068,0.7932793
ContentSquare,H Company,0.20630834,0.79369164
Alibaba,Aqemia,0.20606871,0.7939313
Alibaba,Mistral AI,0.20593363,0.79406637
Harvey,Aqemia,0.20587246,0.7941275
Harvey,Cognism,0.20585123,0.7941488
Cohere,Tessl,0.2056855,0.7943145
Berkshire Hathaway,5C,0.20566891,0.7943311
Parloa,DentalMonitoring,0.20563772,0.7943623
2CRSI,Perplexity AI,0.20557061,0.7944294
ByteDance,Applied Intuition,0.20523305,0.79476696
Multiverse Computing,H Company,0.20497334,0.79502666
Harvey,Exotec,0.20475653,0.7952435
Glean,Y combinator,0.20459197,0.795408
Gousto,Clay,0.20458467,0.79541534
Applied Intuition,AMD,0.2042854,0.7957146
MiniMax,DentalMonitoring,0.2042834,0.7957166
2CRSI,Tessl,0.20418854,0.7958115
Harvey,Parloa,0.20417382,0.7958262
Perplexity,PlanRadar,0.20403796,0.79596204
Waymo,Palantir,0.20393448,0.7960655
Mistral AI,Procore,0.2038831,0.7961169
Multiverse Computing,Ant Group,0.20380217,0.79619783
MiniMax,Qualified,0.2037743,0.79622567
Gousto,H Company,0.20359103,0.79640895
Hailo Technologies,Qualcomm,0.2033172,0.79668283
Procore,DentalMonitoring,0.2032994,0.7967006
YouTube,01.AI,0.20314547,0.7968545
UiPath,Fal,0.2029189,0.7970811
Sakana AI,DentalMonitoring,0.20285165,0.79714835
Procore,Xelix,0.20284826,0.79715174
Waymo,Celonis,0.20273316,0.79726684
ByteDance,Adobe,0.20261937,0.7973806
Parloa,Black Forest Labs,0.20252556,0.79747444
Einride,PhotoRoom,0.20241077,0.79758924
Shift Technology,Oracle,0.2023122,0.79768777
Gousto,Qualified,0.20217653,0.7978235
ByteDance,ManoMano,0.20201994,0.79798007
ByteDance,Owkin,0.201916,0.798084
Clay,SiPearl,0.20175053,0.7982495
Procore,Nabla,0.2017144,0.7982856
ContentSquare,Black Forest Labs,0.20133768,0.7986623
MiniMax,Y combinator,0.20118454,0.7988155
Applied Intuition,Qualified,0.20114264,0.79885733
AMD,Sidetrade,0.20111866,0.79888135
YouTube,Hugging Face,0.20074965,0.79925036
Mistral AI,Indium,0.20073086,0.79926914
Waymo,AMI - Advanced Machine Intelligence,0.2007249,0.7992751
Multiverse Computing,Lightspeed,0.20029561,0.7997044
Procore,Tessl,0.20015937,0.7998406
ByteDance,Waymo,0.19974168,0.80025834
Waymo,Xelix,0.1996436,0.8003564
RobCo GmbH,DeepL,0.19951689,0.8004831
Aleph Alpha,BuildOps,0.19950436,0.8004956
Procore,SiPearl,0.1994738,0.8005262
Hailo Technologies,Qualified,0.19943726,0.80056274
PhotoRoom,Ant Group,0.19929276,0.8007072
Fal,Clay,0.19923775,0.80076224
2CRSI,SiPearl,0.19923064,0.8007693
1X Technologies,Qualcomm,0.1991953,0.80080473
Clay,Aqemia,0.19919169,0.8008083
Celonis,Applied Intuition,0.19883028,0.80116975
MiniMax,Procore,0.19858743,0.8014126
Berkshire Hathaway,Aleph Alpha,0.19843794,0.8015621
Alibaba,PlanRadar,0.19836463,0.8016354
Parloa,Text,0.19818315,0.8018168
Gousto,Lightspeed,0.19797394,0.80202603
DentalMonitoring,Cambricon Technologies,0.19789529,0.8021047
Aleph Alpha,Procore,0.19779819,0.8022018
PolyAI,Fal,0.19745962,0.80254036
ContentSquare,Ant Group,0.1974061,0.8025939
Waymo,SiPearl,0.19710693,0.80289304
Oracle,Indium,0.19710584,0.8028942
PolyAI,Acronis,0.19708396,0.80291605
Aleph Alpha,Adobe,0.19707292,0.8029271
Procore,Fal,0.19644119,0.8035588
Palantir,Qualified,0.19623622,0.80376375
Y combinator,Lightspeed,0.19622634,0.80377364
Parloa,Aqemia,0.19617848,0.8038215
Berkshire Hathaway,AMI - Advanced Machine Intelligence,0.19594006,0.8040599
ByteDance,Perplexity,0.19592977,0.80407023
PolyAI,Cambricon Technologies,0.19580013,0.8041999
Y combinator,Apollo,0.19548093,0.80451906
Gousto,Adobe,0.19548067,0.8045193
ContentSquare,DentalMonitoring,0.19532107,0.8046789
ContentSquare,01.AI,0.19513598,0.80486405
YouTube,Hailo Technologies,0.19507855,0.80492145
PhotoRoom,DeepL,0.19507729,0.8049227
Berkshire Hathaway,PlanRadar,0.19489767,0.80510235
Babylon,H Company,0.19482057,0.8051794
Waymo,Tessl,0.19480498,0.80519503
Cognism,Cambricon Technologies,0.19391295,0.806087
Alibaba,Aleph Alpha,0.19387017,0.8061298
Celonis,DentalMonitoring,0.1936715,0.80632854
Aleph Alpha,Text,0.19356047,0.8064395
Fal,Aqemia,0.19339462,0.8066054
Multiverse Computing,Adobe,0.1933774,0.8066226
Nscale,Gousto,0.19321232,0.80678767
Waymo,Fal,0.19317189,0.80682814
Mistral AI,Acronis,0.19309889,0.8069011
PolyAI,Aqemia,0.19276774,0.80723226
Qualified,Tessl,0.19275361,0.8072464
Clay,Tessl,0.19244078,0.80755925
DeepL,Procore,0.1924226,0.8075774
Berkshire Hathaway,ManoMano,0.19239585,0.80760413
Babylon,BenevolentAI,0.1923145,0.8076855
ManoMano,DeepL,0.1922809,0.8077191
DeepL,SiPearl,0.19215363,0.80784637
Physical Intelligence,Qualcomm,0.19194332,0.8080567
Fal,Apollo,0.19191152,0.8080885
Procore,Owkin,0.19166142,0.8083386
PolyAI,Y combinator,0.1916449,0.8083551
Hugging Face,DentalMonitoring,0.19148187,0.8085181
PolyAI,DentalMonitoring,0.19142805,0.80857193
Fal,Qualcomm,0.1907507,0.8092493
Groq,DentalMonitoring,0.19068225,0.80931777
AMI - Advanced Machine Intelligence,DentalMonitoring,0.19026452,0.8097355
Physical Intelligence,Acronis,0.19023596,0.809764
Exotec,Prophesee,0.19019619,0.80980384
Acronis,Ant Group,0.1900942,0.80990577
Fal,Comand AI,0.18999404,0.81000596
2CRSI,Nabla,0.18951993,0.81048006
AMD,Indium,0.1894689,0.8105311
Mistral AI,PlanRadar,0.189128,0.810872
YouTube,5C,0.18909058,0.8109094
Alibaba,World Labs,0.18879569,0.8112043
Gousto,Palantir,0.18853527,0.8114647
Perplexity AI,ARM Holdings,0.1885223,0.8114777
Einride,Adobe,0.18843201,0.811568
Clay,Nabla,0.18843198,0.811568
Parloa,Owkin,0.18814047,0.81185955
ByteDance,PolyAI,0.18795034,0.8120496
2CRSI,Xelix,0.1877795,0.8122205
2CRSI,Ant Group,0.18753447,0.81246555
1X Technologies,Tessl,0.18753006,0.81246996
Harvey,Oracle,0.18698688,0.81301314
UiPath,DeepL,0.18691099,0.813089
Applied Intuition,Acronis,0.18683407,0.8131659
ByteDance,Qualified,0.18625936,0.8137406
Databricks,Aleph Alpha,0.186241,0.81375897
Qualified,Xelix,0.18613383,0.81386614
DeepL,PlanRadar,0.18597314,0.81402683
Apollo,Qualcomm,0.18595657,0.8140434
Perplexity AI,Oracle,0.18584391,0.81415606
Clay,Xelix,0.18579876,0.81420124
Qualified,Comand AI,0.18571402,0.814286
ByteDance,Indium,0.18544692,0.8145531
Cerebras,ContentSquare,0.18523961,0.8147604
DeepL,Xelix,0.18522057,0.8147794
Y combinator,Adobe,0.18494284,0.81505716
Owkin,BuildOps,0.18488407,0.8151159
Acronis,Apollo,0.18486571,0.8151343
YouTube,World Labs,0.1848626,0.8151374
Applied Intuition,SiPearl,0.18476571,0.8152343
Waymo,Parloa,0.18456712,0.8154329
Hailo Technologies,Fal,0.1843463,0.8156537
Shift Technology,Ant Group,0.18420197,0.81579804
Multiverse Computing,BuildOps,0.18412098,0.815879
DeepL,Nabla,0.18404163,0.8159584
Berkshire Hathaway,Wayve,0.18372475,0.81627524
Applied Intuition,Nabla,0.18367997,0.81632006
ContentSquare,Shift Technology,0.18359213,0.81640786
Harvey,Y combinator,0.18339479,0.8166052
MiniMax,Acronis,0.18309695,0.81690305
DeepL,Tessl,0.1829675,0.8170325
Gousto,Apollo,0.18241876,0.81758124
Berkshire Hathaway,Sidetrade,0.18238783,0.8176122
MiniMax,Fal,0.18224569,0.8177543
Applied Intuition,Tessl,0.18221244,0.8177875
YouTube,Ant Group,0.18218526,0.8178147
Waymo,Hailo Technologies,0.18174848,0.8182515
Harvey,Ant Group,0.1816605,0.81833947
Qualified,SiPearl,0.18151696,0.81848305
Alibaba,RobCo GmbH,0.18140347,0.81859654
DeepL,Palantir,0.181316,0.818684
Black Forest Labs,DentalMonitoring,0.18124998,0.81875
Qualified,Nabla,0.18114842,0.8188516
YouTube,H Company,0.1808614,0.8191386
Waymo,AMD,0.18083192,0.8191681
Einride,PlanRadar,0.180693,0.81930697
AMD,PlanRadar,0.18046103,0.81953895
Perplexity,Procore,0.18041976,0.81958026
Fal,Adobe,0.18041356,0.81958646
Databricks,Harvey,0.18037699,0.819623
Alibaba,Parloa,0.18034245,0.81965756
Owkin,Qualified,0.18033284,0.81966716
Wayve,DentalMonitoring,0.18022993,0.8197701
BenevolentAI,Qualified,0.18017621,0.8198238
Berkshire Hathaway,OpenAI,0.17998174,0.8200183
Acronis,H Company,0.17996572,0.82003427
Parloa,BenevolentAI,0.17961091,0.8203891
Multiverse Computing,Perplexity AI,0.17957918,0.8204208
Multiverse Computing,Einride,0.17952527,0.82047474
Procore,Prophesee,0.17938903,0.820611
Applied Intuition,Xelix,0.17937094,0.82062906
ManoMano,Fal,0.1792903,0.8207097
Y combinator,Shift Technology,0.1792052,0.8207948
Parloa,Gousto,0.17884447,0.82115555
UiPath,DentalMonitoring,0.1787094,0.8212906
Perplexity AI,Text,0.17817329,0.8218267
Applied Intuition,Fal,0.17813721,0.8218628
MiniMax,Indium,0.17801985,0.8219801
DeepL,ARM Holdings,0.17752005,0.82247996
AMD,DeepL,0.17748496,0.822515
Waymo,Ant Group,0.17744575,0.82255423
Nscale,Fal,0.17744374,0.82255626
Acronis,Lightspeed,0.17736621,0.8226338
Berkshire Hathaway,Exotec,0.17730786,0.82269216
1X Technologies,SiPearl,0.17684777,0.82315224
Indium,Qualified,0.17666276,0.82333726
World Labs,Fal,0.17658052,0.82341945
Acronis,Aleph Alpha,0.17640105,0.823599
ContentSquare,Oracle,0.17625579,0.8237442
YouTube,Qualified,0.1762528,0.8237472
Fal,PlanRadar,0.1759837,0.82401633
AMD,PolyAI,0.1759092,0.8240908
Palantir,Lightspeed,0.17579539,0.8242046
Gousto,Aqemia,0.17571898,0.82428104
01.AI,DentalMonitoring,0.17571077,0.8242892
Waymo,Databricks,0.17565987,0.8243401
Perplexity AI,Palantir,0.17558561,0.8244144
Waymo,DentalMonitoring,0.17543313,0.82456684
Clay,Prophesee,0.17513911,0.8248609
Physical Intelligence,Qualified,0.1749029,0.8250971
Scale AI,Gousto,0.17482442,0.8251756
Einride,Apollo,0.17446159,0.8255384
BuildOps,Ant Group,0.17427358,0.8257264
Synthesia,Qualcomm,0.17423852,0.8257615
Parloa,Oracle,0.1740216,0.8259784
Y combinator,Indium,0.1739874,0.8260126
Applied Intuition,2CRSI,0.17397438,0.8260256
Y combinator,Parloa,0.17314741,0.82685256
AMD,Procore,0.17299908,0.8270009
Qualified,Ant Group,0.172791,0.827209
Cerebras,DeepL,0.17268677,0.82731324
H Company,DentalMonitoring,0.1725605,0.8274395
Waymo,Sakana AI,0.1718892,0.8281108
Adobe,Nabla,0.17158091,0.8284191
DeepL,Fal,0.17151342,0.82848656
YouTube,Black Forest Labs,0.17149165,0.8285084
BenevolentAI,Indium,0.17115952,0.8288405
MiniMax,ContentSquare,0.17088702,0.829113
ByteDance,Aleph Alpha,0.1704953,0.8295047
Black Forest Labs,Fal,0.17040169,0.8295983
H Company,Cambricon Technologies,0.17021672,0.82978326
Perplexity AI,Procore,0.16991773,0.8300823
MiniMax,Gousto,0.16991064,0.83008933
Babylon,Hailo Technologies,0.16979177,0.83020824
Palantir,Qualcomm,0.16972047,0.8302795
Groq,Glean,0.16969298,0.830307
2CRSI,Parloa,0.16942538,0.83057463
ContentSquare,Acronis,0.16926901,0.830731
ContentSquare,Y combinator,0.1691833,0.8308167
Multiverse Computing,Sidetrade,0.1691082,0.8308918
Multiverse Computing,Acronis,0.16909406,0.8309059
Multiverse Computing,Applied Intuition,0.16884379,0.8311562
Aleph Alpha,Fal,0.16872333,0.83127666
Babylon,Glean,0.16866352,0.8313365
Berkshire Hathaway,MiniMax,0.1686491,0.8313509
Waymo,Cognism,0.16860907,0.8313909
PolyAI,Ant Group,0.16855869,0.8314413
Hailo Technologies,Gousto,0.1680007,0.8319993
Anthropic,Fal,0.16745232,0.83254766
Gousto,Owkin,0.16732313,0.8326769
OpenAI,Fal,0.16707197,0.83292806
Acronis,Nabla,0.1669786,0.8330214
Waymo,Qualcomm,0.16687445,0.83312553
Synthesia,Gousto,0.16682734,0.8331727
Qualcomm,Cognism,0.1667667,0.8332333
Acronis,SiPearl,0.16668484,0.83331513
ContentSquare,Multiverse Computing,0.16646102,0.833539
Hailo Technologies,Indium,0.1664056,0.8335944
Alibaba,Perplexity,0.16628389,0.8337161
Nscale,Parloa,0.16615772,0.8338423
Adobe,Tessl,0.16597068,0.8340293
Berkshire Hathaway,Cohere,0.16585176,0.8341482
1X Technologies,Nabla,0.16559398,0.834406
YouTube,Aleph Alpha,0.16549054,0.8345095
1X Technologies,Xelix,0.16546845,0.83453155
Nscale,Text,0.1654351,0.8345649
World Labs,Text,0.16542137,0.83457863
Multiverse Computing,Parloa,0.1654199,0.83458006
OpenAI,Qualcomm,0.16506866,0.8349314
Parloa,Fal,0.16464551,0.8353545
1X Technologies,Gousto,0.16448076,0.83551925
Multiverse Computing,Qualified,0.16438657,0.8356134
YouTube,Glean,0.1640807,0.8359193
BuildOps,Prophesee,0.16405867,0.8359413
Harvey,Fal,0.16395383,0.83604616
Einride,DeepL,0.16376169,0.8362383
Multiverse Computing,Exotec,0.16361436,0.8363856
ContentSquare,Fal,0.16346376,0.8365362
Berkshire Hathaway,Databricks,0.16337931,0.8366207
Fal,Qualified,0.16323312,0.8367669
Mistral AI,DentalMonitoring,0.16318248,0.8368175
Einride,Procore,0.162935,0.837065
Indium,Ant Group,0.16283861,0.8371614
Alibaba,Palantir,0.16277984,0.8372202
Berkshire Hathaway,Cerebras,0.16242056,0.8375794
5C,Fal,0.16236603,0.83763397
World Labs,Acronis,0.1623208,0.8376792
Acronis,Perplexity AI,0.16224952,0.8377505
YouTube,DeepL,0.16182545,0.8381746
Glean,Palantir,0.16162224,0.8383778
Acronis,Xelix,0.16149728,0.8385027
AMD,Clay,0.16126937,0.83873063
Adobe,Black Forest AI GmbH,0.16066213,0.8393379
ByteDance,DeepL,0.16037238,0.8396276
RobCo GmbH,Oracle,0.16029133,0.8397087
Shift Technology,Qualified,0.16017416,0.83982587
YouTube,Cognism,0.1600806,0.8399194
ByteDance,Acronis,0.16001172,0.8399883
Tessl,PlanRadar,0.1598285,0.8401715
Berkshire Hathaway,Nscale,0.1598061,0.84019387
Indium,H Company,0.15954053,0.84045947
Perplexity,Qualified,0.1592354,0.8407646
Physical Intelligence,YouTube,0.15915486,0.8408451
YouTube,BenevolentAI,0.15874666,0.84125334
Sakana AI,Qualified,0.15846664,0.84153336
ByteDance,Parloa,0.15814596,0.84185404
RobCo GmbH,Qualcomm,0.15810692,0.8418931
